Vocabulary Size , Context Size , Embedding Mode , Embedding Size , Question Type , Answer Vocabulary Size , Question , (Average) Relative Rank , Answer
2000 , 1 , state , 15 , Conjugation  , 500 , take:took::have:had  , 0.07599999999999996 , carter
2000 , 1 , state , 15 , Conjugation  , 1000 , show:shows::go:goes  , 0.01100000000000001 , hits
2000 , 1 , state , 15 , Conjugation  , 2000 , have:haven::do:don , 0.0030000000000000027 , hits
2000 , 1 , state , 15 , Conjugation  , 500 , take:taken::have:had  , 0.0024999999999999467 , hits
2000 , 1 , state , 15 , Conjugation  , 2000 , have:hasn::do:doesn , 0.015499999999999958 , hits
2000 , 1 , state , 15 , Conjugation  , 500 , go:going::have:having  , 0.0004999999999999449 , hits
2000 , 1 , state , 15 , Conjugation  , 2000 , play:plays::do:does , 0.007499999999999951 , hits
2000 , 1 , state , 15 , Conjugation  , 500 , have:has::do:does  , 0.007499999999999951 , hits
2000 , 1 , state , 15 , Conjugation  , 500 , have:having::do:doing  , 0.0004999999999999449 , hits
2000 , 1 , state , 15 , Conjugation  , 500 , do:doing::make:making  , 0.01200000000000001 , hits
2000 , 1 , state , 15 , Conjugation  , 500 , do:did::make:made  , 0.0050000000000000044 , hits
2000 , 1 , state , 15 , Conjugation  , 500 , do:done::make:made  , 0.0004999999999999449 , hits
2000 , 1 , state , 15 , Conjugation  ,  ,  , 0.056833333333333305,
2000 , 1 , state , 20 , Singular/Plural  , 500 , day:days::year:years  , 0.0010000000000000009 , hits
2000 , 1 , state , 20 , Singular/Plural  , 2000 , player:players::driver:drivers , 0.0014999999999999458 , hits
2000 , 1 , state , 20 , Singular/Plural  , 500 , man:men::woman:women  , 0.0024999999999999467 , hits
2000 , 1 , state , 20 , Singular/Plural  , 2000 , woman:women::girl:girls , 0.0010000000000000009 , hits
2000 , 1 , state , 20 , Singular/Plural  , 500 , country:countries::year:years  , 0.038000000000000034 , hits
2000 , 1 , state , 20 , Singular/Plural  , 2000 , man:men::boy:boys , 0.00649999999999995 , hits
2000 , 1 , state , 20 , Singular/Plural  ,  ,  , 0.008416666666666647,
2000 , 1 , state , 20 , Derivation  , 500 , America:American::Europe:European  , 0.021499999999999964 , hits
2000 , 1 , state , 20 , Derivation  , 1000 , play:player::drive:driver  , 0.0010000000000000009 , hits
2000 , 1 , state , 20 , Derivation  , 2000 , play:players::drive:drivers , 0.0044999999999999485 , hits
2000 , 1 , state , 20 , Derivation  , 2000 , move:movement::think:thought , 0.030000000000000027 , hits
2000 , 1 , state , 20 , Derivation  , 1000 , America:American::Russia:Russian  , 0.022499999999999964 , hits
2000 , 1 , state , 20 , Derivation  , 2000 , move:movement::help:helping , 0.050000000000000044 , carter
2000 , 1 , state , 20 , Derivation  , 2000 , increase:increasingly::report:reportedly , 0.0050000000000000044 , hits
2000 , 1 , state , 20 , Derivation  , 2000 , move:movement::feel:feeling , 0.007000000000000006 , hits
2000 , 1 , state , 20 , Derivation  , 2000 , develop:development::move:movement , 0.0010000000000000009 , hits
2000 , 1 , state , 20 , Derivation  , 2000 , move:movement::think:thought , 0.030000000000000027 , hits
2000 , 1 , state , 20 , Derivation  ,  ,  , 0.017249999999999998,
2000 , 1 , state , 20 , Antonymy/Entailment  , 1000 , high:low::large:small  , 0.31599999999999995 , hits
2000 , 1 , state , 20 , Antonymy/Entailment  , 2000 , America:Washington::Russia:Moscow , 0.023499999999999965 , hits
2000 , 1 , state , 20 , Antonymy/Entailment  , 1000 , good:bad::high:low  , 0.8825000000000001 , welcome
2000 , 1 , state , 20 , Antonymy/Entailment  , 2000 , higher:lower::larger:smaller , 0.272 , hits
2000 , 1 , state , 20 , Antonymy/Entailment  , 2000 , England:London::France:Paris , 0.356 , hits
2000 , 1 , state , 20 , Antonymy/Entailment  , 2000 , America:Washington::England:London , 0.5760000000000001 , carter
2000 , 1 , state , 20 , Antonymy/Entailment  , 2000 , boy:man::girl:woman , 0.05249999999999999 , hits
2000 , 1 , state , 20 , Antonymy/Entailment  , 2000 , men:boy::women:girls , 0.1725 , hits
2000 , 1 , state , 20 , Antonymy/Entailment  ,  ,  , 0.33137500000000003,
2000 , 1 , state , 20 , Distinction/Comparison s , 2000 , high:highly::large:largely , 0.045499999999999985 , hits
2000 , 1 , state , 20 , Distinction/Comparison s ,  ,  , 0.045499999999999985,
2000 , 1 , state , 20 , Distinction/Comparison  , 1000 , high:higher::low:lower  , 0.0020000000000000018 , hits
2000 , 1 , state , 20 , Distinction/Comparison  , 2000 , bad:worst::high:highest , 0.0044999999999999485 , hits
2000 , 1 , state , 20 , Distinction/Comparison  , 1000 , good:better::high:higher  , 0.02200000000000002 , carter
2000 , 1 , state , 20 , Distinction/Comparison  , 2000 , good:well::large:largely , 0.16000000000000003 , hits
2000 , 1 , state , 20 , Distinction/Comparison  , 1000 , good:best::large:largest  , 0.3225 , hits
2000 , 1 , state , 20 , Distinction/Comparison  , 2000 , better:best::higher:highest , 0.0020000000000000018 , hits
2000 , 1 , state , 20 , Distinction/Comparison  , 2000 , larger:largest::higher:highest , 0.0050000000000000044 , hits
2000 , 1 , state , 20 , Distinction/Comparison  , 2000 , bad:worse::good:better , 0.982 , boost
2000 , 1 , state , 20 , Distinction/Comparison  , 2000 , worse:worst::better:best , 0.009000000000000008 , hits
2000 , 1 , state , 20 , Distinction/Comparison  ,  ,  , 0.16766666666666666,
2000 , 1 , state , 20 , Gender  , 2000 , man:woman::boy:girl , 0.13 , hits
2000 , 1 , state , 20 , Gender  , 2000 , men:women::boys:girls , 0.1795 , hits
2000 , 1 , state , 20 , Gender  ,  ,  , 0.15475,
2000 , 1 , state , 20 , Conjugation  , 500 , take:taking::go:going  , 0.027000000000000024 , hits
2000 , 1 , state , 20 , Conjugation  , 1000 , take:takes::go:goes  , 0.01100000000000001 , hits
2000 , 1 , state , 20 , Conjugation  , 2000 , go:gone::take:taken , 0.00649999999999995 , hits
2000 , 1 , state , 20 , Conjugation  , 500 , take:took::go:went  , 0.5349999999999999 , hits
2000 , 1 , state , 20 , Conjugation  , 1000 , show:showed::play:played  , 0.0020000000000000018 , hits
2000 , 1 , state , 20 , Conjugation  , 2000 , show:showing::do:doing , 0.008000000000000007 , hits
2000 , 1 , state , 20 , Conjugation  , 500 , take:took::have:had  , 0.052000000000000046 , carter
2000 , 1 , state , 20 , Conjugation  , 1000 , show:shows::go:goes  , 0.01100000000000001 , hits
2000 , 1 , state , 20 , Conjugation  , 2000 , have:haven::do:don , 0.0024999999999999467 , hits
2000 , 1 , state , 20 , Conjugation  , 500 , take:taken::have:had  , 0.0024999999999999467 , hits
2000 , 1 , state , 20 , Conjugation  , 2000 , have:hasn::do:doesn , 0.01749999999999996 , hits
2000 , 1 , state , 20 , Conjugation  , 500 , go:going::have:having  , 0.0004999999999999449 , hits
2000 , 1 , state , 20 , Conjugation  , 2000 , play:plays::do:does , 0.008499999999999952 , hits
2000 , 1 , state , 20 , Conjugation  , 500 , have:has::do:does  , 0.010499999999999954 , hits
2000 , 1 , state , 20 , Conjugation  , 500 , have:having::do:doing  , 0.0004999999999999449 , hits
2000 , 1 , state , 20 , Conjugation  , 500 , do:doing::make:making  , 0.006000000000000005 , hits
2000 , 1 , state , 20 , Conjugation  , 500 , do:did::make:made  , 0.0030000000000000027 , hits
2000 , 1 , state , 20 , Conjugation  , 500 , do:done::make:made  , 0.0010000000000000009 , hits
2000 , 1 , state , 20 , Conjugation  ,  ,  , 0.03916666666666665,
2000 , 1 , word , 5 , Singular/Plural  , 500 , day:days::year:years  , 0.5575 , carter
2000 , 1 , word , 5 , Singular/Plural  , 2000 , player:players::driver:drivers , 0.272 , carter
2000 , 1 , word , 5 , Singular/Plural  , 500 , man:men::woman:women  , 0.0050000000000000044 , hits
2000 , 1 , word , 5 , Singular/Plural  , 2000 , woman:women::girl:girls , 0.00649999999999995 , hits
2000 , 1 , word , 5 , Singular/Plural  , 500 , country:countries::year:years  , 0.37949999999999995 , hits
2000 , 1 , word , 5 , Singular/Plural  , 2000 , man:men::boy:boys , 0.131 , hits
2000 , 1 , word , 5 , Singular/Plural  ,  ,  , 0.22524999999999998,
2000 , 1 , word , 5 , Derivation  , 500 , America:American::Europe:European  , 0.5720000000000001 , hits
2000 , 1 , word , 5 , Derivation  , 1000 , play:player::drive:driver  , 0.5 , hits
2000 , 1 , word , 5 , Derivation  , 2000 , play:players::drive:drivers , 0.38349999999999995 , hits
2000 , 1 , word , 5 , Derivation  , 2000 , move:movement::think:thought , 0.5605 , carter
2000 , 1 , word , 5 , Derivation  , 1000 , America:American::Russia:Russian  , 0.763 , core
2000 , 1 , word , 5 , Derivation  , 2000 , move:movement::help:helping , 0.974 , starts
2000 , 1 , word , 5 , Derivation  , 2000 , increase:increasingly::report:reportedly , 0.8714999999999999 , carter
2000 , 1 , word , 5 , Derivation  , 2000 , move:movement::feel:feeling , 0.8225 , carter
2000 , 1 , word , 5 , Derivation  , 2000 , develop:development::move:movement , 0.24450000000000005 , carter
2000 , 1 , word , 5 , Derivation  , 2000 , move:movement::think:thought , 0.5605 , carter
2000 , 1 , word , 5 , Derivation  ,  ,  , 0.6252000000000001,
2000 , 1 , word , 5 , Antonymy/Entailment  , 1000 , high:low::large:small  , 0.9 , collection
2000 , 1 , word , 5 , Antonymy/Entailment  , 2000 , America:Washington::Russia:Moscow , 0.7635000000000001 , carter
2000 , 1 , word , 5 , Antonymy/Entailment  , 1000 , good:bad::high:low  , 0.931 , developing
2000 , 1 , word , 5 , Antonymy/Entailment  , 2000 , higher:lower::larger:smaller , 0.373 , carter
2000 , 1 , word , 5 , Antonymy/Entailment  , 2000 , England:London::France:Paris , 0.382 , hits
2000 , 1 , word , 5 , Antonymy/Entailment  , 2000 , America:Washington::England:London , 0.9385 , developing
2000 , 1 , word , 5 , Antonymy/Entailment  , 2000 , boy:man::girl:woman , 0.8065 , collection
2000 , 1 , word , 5 , Antonymy/Entailment  , 2000 , men:boy::women:girls , 0.8525 , carter
2000 , 1 , word , 5 , Antonymy/Entailment  ,  ,  , 0.743375,
2000 , 1 , word , 5 , Distinction/Comparison s , 2000 , high:highly::large:largely , 0.632 , carter
2000 , 1 , word , 5 , Distinction/Comparison s ,  ,  , 0.632,
2000 , 1 , word , 5 , Distinction/Comparison  , 1000 , high:higher::low:lower  , 0.3215 , hits
2000 , 1 , word , 5 , Distinction/Comparison  , 2000 , bad:worst::high:highest , 0.384 , hits
2000 , 1 , word , 5 , Distinction/Comparison  , 1000 , good:better::high:higher  , 0.6154999999999999 , carter
2000 , 1 , word , 5 , Distinction/Comparison  , 2000 , good:well::large:largely , 0.025000000000000022 , hits
2000 , 1 , word , 5 , Distinction/Comparison  , 1000 , good:best::large:largest  , 0.3175 , carter
2000 , 1 , word , 5 , Distinction/Comparison  , 2000 , better:best::higher:highest , 0.4475 , carter
2000 , 1 , word , 5 , Distinction/Comparison  , 2000 , larger:largest::higher:highest , 0.38249999999999995 , hits
2000 , 1 , word , 5 , Distinction/Comparison  , 2000 , bad:worse::good:better , 0.8240000000000001 , carter
2000 , 1 , word , 5 , Distinction/Comparison  , 2000 , worse:worst::better:best , 0.26 , hits
2000 , 1 , word , 5 , Distinction/Comparison  ,  ,  , 0.39749999999999996,
2000 , 1 , word , 5 , Gender  , 2000 , man:woman::boy:girl , 0.4595 , hits
2000 , 1 , word , 5 , Gender  , 2000 , men:women::boys:girls , 0.852 , carter
2000 , 1 , word , 5 , Gender  ,  ,  , 0.65575,
2000 , 1 , word , 5 , Conjugation  , 500 , take:taking::go:going  , 0.0034999999999999476 , hits
2000 , 1 , word , 5 , Conjugation  , 1000 , take:takes::go:goes  , 0.5735 , carter
2000 , 1 , word , 5 , Conjugation  , 2000 , go:gone::take:taken , 0.4255 , carter
2000 , 1 , word , 5 , Conjugation  , 500 , take:took::go:went  , 0.15900000000000003 , hits
2000 , 1 , word , 5 , Conjugation  , 1000 , show:showed::play:played  , 0.3195 , hits
2000 , 1 , word , 5 , Conjugation  , 2000 , show:showing::do:doing , 0.04849999999999999 , hits
2000 , 1 , word , 5 , Conjugation  , 500 , take:took::have:had  , 0.034499999999999975 , hits
2000 , 1 , word , 5 , Conjugation  , 1000 , show:shows::go:goes  , 0.46199999999999997 , carter
2000 , 1 , word , 5 , Conjugation  , 2000 , have:haven::do:don , 0.617 , carter
2000 , 1 , word , 5 , Conjugation  , 500 , take:taken::have:had  , 0.28300000000000003 , carter
2000 , 1 , word , 5 , Conjugation  , 2000 , have:hasn::do:doesn , 0.8425 , carter
2000 , 1 , word , 5 , Conjugation  , 500 , go:going::have:having  , 0.235 , hits
2000 , 1 , word , 5 , Conjugation  , 2000 , play:plays::do:does , 0.31499999999999995 , hits
2000 , 1 , word , 5 , Conjugation  , 500 , have:has::do:does  , 0.42800000000000005 , carter
2000 , 1 , word , 5 , Conjugation  , 500 , have:having::do:doing  , 0.9905 , starts
2000 , 1 , word , 5 , Conjugation  , 500 , do:doing::make:making  , 0.0020000000000000018 , hits
2000 , 1 , word , 5 , Conjugation  , 500 , do:did::make:made  , 0.11750000000000005 , hits
2000 , 1 , word , 5 , Conjugation  , 500 , do:done::make:made  , 0.5725 , carter
2000 , 1 , word , 5 , Conjugation  ,  ,  , 0.35716666666666663,
2000 , 1 , word , 10 , Singular/Plural  , 500 , day:days::year:years  , 0.8009999999999999 , carter
2000 , 1 , word , 10 , Singular/Plural  , 2000 , player:players::driver:drivers , 0.368 , carter
2000 , 1 , word , 10 , Singular/Plural  , 500 , man:men::woman:women  , 0.009499999999999953 , hits
2000 , 1 , word , 10 , Singular/Plural  , 2000 , woman:women::girl:girls , 0.005499999999999949 , hits
2000 , 1 , word , 10 , Singular/Plural  , 500 , country:countries::year:years  , 0.5545 , hits
2000 , 1 , word , 10 , Singular/Plural  , 2000 , man:men::boy:boys , 0.6025 , hits
2000 , 1 , word , 10 , Singular/Plural  ,  ,  , 0.3901666666666667,
2000 , 1 , word , 10 , Derivation  , 500 , America:American::Europe:European  , 0.9615 , korean
2000 , 1 , word , 10 , Derivation  , 1000 , play:player::drive:driver  , 0.46399999999999997 , hits
2000 , 1 , word , 10 , Derivation  , 2000 , play:players::drive:drivers , 0.6859999999999999 , carter
2000 , 1 , word , 10 , Derivation  , 2000 , move:movement::think:thought , 0.485 , carter
2000 , 1 , word , 10 , Derivation  , 1000 , America:American::Russia:Russian  , 0.6775 , hits
2000 , 1 , word , 10 , Derivation  , 2000 , move:movement::help:helping , 0.953 , developing
2000 , 1 , word , 10 , Derivation  , 2000 , increase:increasingly::report:reportedly , 0.8575 , carter
2000 , 1 , word , 10 , Derivation  , 2000 , move:movement::feel:feeling , 0.8295 , carter
2000 , 1 , word , 10 , Derivation  , 2000 , develop:development::move:movement , 0.6505000000000001 , hits
2000 , 1 , word , 10 , Derivation  , 2000 , move:movement::think:thought , 0.485 , carter
2000 , 1 , word , 10 , Derivation  ,  ,  , 0.7049500000000001,
2000 , 1 , word , 10 , Antonymy/Entailment  , 1000 , high:low::large:small  , 0.5835 , hits
2000 , 1 , word , 10 , Antonymy/Entailment  , 2000 , America:Washington::Russia:Moscow , 0.33599999999999997 , hits
2000 , 1 , word , 10 , Antonymy/Entailment  , 1000 , good:bad::high:low  , 0.957 , developing
2000 , 1 , word , 10 , Antonymy/Entailment  , 2000 , higher:lower::larger:smaller , 0.34199999999999997 , hits
2000 , 1 , word , 10 , Antonymy/Entailment  , 2000 , England:London::France:Paris , 0.969 , hits
2000 , 1 , word , 10 , Antonymy/Entailment  , 2000 , America:Washington::England:London , 0.976 , developing
2000 , 1 , word , 10 , Antonymy/Entailment  , 2000 , boy:man::girl:woman , 0.671 , hits
2000 , 1 , word , 10 , Antonymy/Entailment  , 2000 , men:boy::women:girls , 0.974 , carter
2000 , 1 , word , 10 , Antonymy/Entailment  ,  ,  , 0.7260625,
2000 , 1 , word , 10 , Distinction/Comparison s , 2000 , high:highly::large:largely , 0.6285000000000001 , carter
2000 , 1 , word , 10 , Distinction/Comparison s ,  ,  , 0.6285000000000001,
2000 , 1 , word , 10 , Distinction/Comparison  , 1000 , high:higher::low:lower  , 0.364 , hits
2000 , 1 , word , 10 , Distinction/Comparison  , 2000 , bad:worst::high:highest , 0.39549999999999996 , carter
2000 , 1 , word , 10 , Distinction/Comparison  , 1000 , good:better::high:higher  , 0.8140000000000001 , carter
2000 , 1 , word , 10 , Distinction/Comparison  , 2000 , good:well::large:largely , 0.17400000000000004 , carter
2000 , 1 , word , 10 , Distinction/Comparison  , 1000 , good:best::large:largest  , 0.119 , carter
2000 , 1 , word , 10 , Distinction/Comparison  , 2000 , better:best::higher:highest , 0.3435 , hits
2000 , 1 , word , 10 , Distinction/Comparison  , 2000 , larger:largest::higher:highest , 0.256 , hits
2000 , 1 , word , 10 , Distinction/Comparison  , 2000 , bad:worse::good:better , 0.022499999999999964 , hits
2000 , 1 , word , 10 , Distinction/Comparison  , 2000 , worse:worst::better:best , 0.1845 , hits
2000 , 1 , word , 10 , Distinction/Comparison  ,  ,  , 0.297,
2000 , 1 , word , 10 , Gender  , 2000 , man:woman::boy:girl , 0.27649999999999997 , carter
2000 , 1 , word , 10 , Gender  , 2000 , men:women::boys:girls , 0.974 , carter
2000 , 1 , word , 10 , Gender  ,  ,  , 0.62525,
2000 , 1 , word , 10 , Conjugation  , 500 , take:taking::go:going  , 0.01200000000000001 , hits
2000 , 1 , word , 10 , Conjugation  , 1000 , take:takes::go:goes  , 0.815 , carter
2000 , 1 , word , 10 , Conjugation  , 2000 , go:gone::take:taken , 0.22099999999999997 , carter
2000 , 1 , word , 10 , Conjugation  , 500 , take:took::go:went  , 0.6599999999999999 , hits
2000 , 1 , word , 10 , Conjugation  , 1000 , show:showed::play:played  , 0.756 , sentenced
2000 , 1 , word , 10 , Conjugation  , 2000 , show:showing::do:doing , 0.04249999999999998 , hits
2000 , 1 , word , 10 , Conjugation  , 500 , take:took::have:had  , 0.09250000000000003 , hits
2000 , 1 , word , 10 , Conjugation  , 1000 , show:shows::go:goes  , 0.14500000000000002 , hits
2000 , 1 , word , 10 , Conjugation  , 2000 , have:haven::do:don , 0.515 , hits
2000 , 1 , word , 10 , Conjugation  , 500 , take:taken::have:had  , 0.07999999999999996 , hits
2000 , 1 , word , 10 , Conjugation  , 2000 , have:hasn::do:doesn , 0.8335 , carter
2000 , 1 , word , 10 , Conjugation  , 500 , go:going::have:having  , 0.3255 , welcome
2000 , 1 , word , 10 , Conjugation  , 2000 , play:plays::do:does , 0.4635 , hits
2000 , 1 , word , 10 , Conjugation  , 500 , have:has::do:does  , 0.2985 , hits
2000 , 1 , word , 10 , Conjugation  , 500 , have:having::do:doing  , 0.895 , carter
2000 , 1 , word , 10 , Conjugation  , 500 , do:doing::make:making  , 0.0020000000000000018 , hits
2000 , 1 , word , 10 , Conjugation  , 500 , do:did::make:made  , 0.594 , carter
2000 , 1 , word , 10 , Conjugation  , 500 , do:done::make:made  , 0.7224999999999999 , carter
2000 , 1 , word , 10 , Conjugation  ,  ,  , 0.4151944444444444,
2000 , 1 , word , 15 , Singular/Plural  , 500 , day:days::year:years  , 0.7055 , carter
2000 , 1 , word , 15 , Singular/Plural  , 2000 , player:players::driver:drivers , 0.22050000000000003 , carter
2000 , 1 , word , 15 , Singular/Plural  , 500 , man:men::woman:women  , 0.0034999999999999476 , hits
2000 , 1 , word , 15 , Singular/Plural  , 2000 , woman:women::girl:girls , 0.00649999999999995 , hits
2000 , 1 , word , 15 , Singular/Plural  , 500 , country:countries::year:years  , 0.836 , et
2000 , 1 , word , 15 , Singular/Plural  , 2000 , man:men::boy:boys , 0.7464999999999999 , hits
2000 , 1 , word , 15 , Singular/Plural  ,  ,  , 0.4197499999999999,
2000 , 1 , word , 15 , Derivation  , 500 , America:American::Europe:European  , 0.743 , wars
2000 , 1 , word , 15 , Derivation  , 1000 , play:player::drive:driver  , 0.5255000000000001 , hits
2000 , 1 , word , 15 , Derivation  , 2000 , play:players::drive:drivers , 0.04949999999999999 , hits
2000 , 1 , word , 15 , Derivation  , 2000 , move:movement::think:thought , 0.4535 , hits
2000 , 1 , word , 15 , Derivation  , 1000 , America:American::Russia:Russian  , 0.34199999999999997 , hits
2000 , 1 , word , 15 , Derivation  , 2000 , move:movement::help:helping , 0.9485 , smart
2000 , 1 , word , 15 , Derivation  , 2000 , increase:increasingly::report:reportedly , 0.9045 , developing
2000 , 1 , word , 15 , Derivation  , 2000 , move:movement::feel:feeling , 0.17100000000000004 , hits
2000 , 1 , word , 15 , Derivation  , 2000 , develop:development::move:movement , 0.558 , carter
2000 , 1 , word , 15 , Derivation  , 2000 , move:movement::think:thought , 0.4535 , hits
2000 , 1 , word , 15 , Derivation  ,  ,  , 0.5149,
2000 , 1 , word , 15 , Antonymy/Entailment  , 1000 , high:low::large:small  , 0.7725 , choose
2000 , 1 , word , 15 , Antonymy/Entailment  , 2000 , America:Washington::Russia:Moscow , 0.716 , carter
2000 , 1 , word , 15 , Antonymy/Entailment  , 1000 , good:bad::high:low  , 0.9845 , heat
2000 , 1 , word , 15 , Antonymy/Entailment  , 2000 , higher:lower::larger:smaller , 0.8089999999999999 , carter
2000 , 1 , word , 15 , Antonymy/Entailment  , 2000 , England:London::France:Paris , 0.519 , welcome
2000 , 1 , word , 15 , Antonymy/Entailment  , 2000 , America:Washington::England:London , 0.969 , wounded
2000 , 1 , word , 15 , Antonymy/Entailment  , 2000 , boy:man::girl:woman , 0.6910000000000001 , wars
2000 , 1 , word , 15 , Antonymy/Entailment  , 2000 , men:boy::women:girls , 0.919 , carter
2000 , 1 , word , 15 , Antonymy/Entailment  ,  ,  , 0.7975000000000001,
2000 , 1 , word , 15 , Distinction/Comparison s , 2000 , high:highly::large:largely , 0.133 , carter
2000 , 1 , word , 15 , Distinction/Comparison s ,  ,  , 0.133,
2000 , 1 , word , 15 , Distinction/Comparison  , 1000 , high:higher::low:lower  , 0.6335 , choose
2000 , 1 , word , 15 , Distinction/Comparison  , 2000 , bad:worst::high:highest , 0.014499999999999957 , hits
2000 , 1 , word , 15 , Distinction/Comparison  , 1000 , good:better::high:higher  , 0.1805 , hits
2000 , 1 , word , 15 , Distinction/Comparison  , 2000 , good:well::large:largely , 0.11699999999999999 , hits
2000 , 1 , word , 15 , Distinction/Comparison  , 1000 , good:best::large:largest  , 0.38649999999999995 , carter
2000 , 1 , word , 15 , Distinction/Comparison  , 2000 , better:best::higher:highest , 0.7275 , carter
2000 , 1 , word , 15 , Distinction/Comparison  , 2000 , larger:largest::higher:highest , 0.7175 , carter
2000 , 1 , word , 15 , Distinction/Comparison  , 2000 , bad:worse::good:better , 0.489 , hits
2000 , 1 , word , 15 , Distinction/Comparison  , 2000 , worse:worst::better:best , 0.12150000000000005 , carter
2000 , 1 , word , 15 , Distinction/Comparison  ,  ,  , 0.3763888888888889,
2000 , 1 , word , 15 , Gender  , 2000 , man:woman::boy:girl , 0.16300000000000003 , hits
2000 , 1 , word , 15 , Gender  , 2000 , men:women::boys:girls , 0.9195 , carter
2000 , 1 , word , 15 , Gender  ,  ,  , 0.54125,
2000 , 1 , word , 15 , Conjugation  , 500 , take:taking::go:going  , 0.005499999999999949 , hits
2000 , 1 , word , 15 , Conjugation  , 1000 , take:takes::go:goes  , 0.0625 , hits
2000 , 1 , word , 15 , Conjugation  , 2000 , go:gone::take:taken , 0.46599999999999997 , hits
2000 , 1 , word , 15 , Conjugation  , 500 , take:took::go:went  , 0.03149999999999997 , hits
2000 , 1 , word , 15 , Conjugation  , 1000 , show:showed::play:played  , 0.506 , welcome
2000 , 1 , word , 15 , Conjugation  , 2000 , show:showing::do:doing , 0.021499999999999964 , hits
2000 , 1 , word , 15 , Conjugation  , 500 , take:took::have:had  , 0.353 , hits
2000 , 1 , word , 15 , Conjugation  , 1000 , show:shows::go:goes  , 0.10050000000000003 , hits
2000 , 1 , word , 15 , Conjugation  , 2000 , have:haven::do:don , 0.7615000000000001 , carter
2000 , 1 , word , 15 , Conjugation  , 500 , take:taken::have:had  , 0.3055 , hits
2000 , 1 , word , 15 , Conjugation  , 2000 , have:hasn::do:doesn , 0.8345 , carter
2000 , 1 , word , 15 , Conjugation  , 500 , go:going::have:having  , 0.8215 , choose
2000 , 1 , word , 15 , Conjugation  , 2000 , play:plays::do:does , 0.5155000000000001 , hits
2000 , 1 , word , 15 , Conjugation  , 500 , have:has::do:does  , 0.6950000000000001 , hits
2000 , 1 , word , 15 , Conjugation  , 500 , have:having::do:doing  , 0.904 , developing
2000 , 1 , word , 15 , Conjugation  , 500 , do:doing::make:making  , 0.0020000000000000018 , hits
2000 , 1 , word , 15 , Conjugation  , 500 , do:did::make:made  , 0.2025 , hits
2000 , 1 , word , 15 , Conjugation  , 500 , do:done::make:made  , 0.29400000000000004 , carter
2000 , 1 , word , 15 , Conjugation  ,  ,  , 0.38236111111111115,
2000 , 1 , word , 20 , Singular/Plural  , 500 , day:days::year:years  , 0.08599999999999997 , hits
2000 , 1 , word , 20 , Singular/Plural  , 2000 , player:players::driver:drivers , 0.08299999999999996 , hits
2000 , 1 , word , 20 , Singular/Plural  , 500 , man:men::woman:women  , 0.0030000000000000027 , hits
2000 , 1 , word , 20 , Singular/Plural  , 2000 , woman:women::girl:girls , 0.0044999999999999485 , hits
2000 , 1 , word , 20 , Singular/Plural  , 500 , country:countries::year:years  , 0.5075000000000001 , hits
2000 , 1 , word , 20 , Singular/Plural  , 2000 , man:men::boy:boys , 0.16100000000000003 , hits
2000 , 1 , word , 20 , Singular/Plural  ,  ,  , 0.14083333333333334,
2000 , 1 , word , 20 , Derivation  , 500 , America:American::Europe:European  , 0.26849999999999996 , hits
2000 , 1 , word , 20 , Derivation  , 1000 , play:player::drive:driver  , 0.5085 , hits
2000 , 1 , word , 20 , Derivation  , 2000 , play:players::drive:drivers , 0.529 , hits
2000 , 1 , word , 20 , Derivation  , 2000 , move:movement::think:thought , 0.598 , carter
2000 , 1 , word , 20 , Derivation  , 1000 , America:American::Russia:Russian  , 0.9025 , welcome
2000 , 1 , word , 20 , Derivation  , 2000 , move:movement::help:helping , 0.962 , developing
2000 , 1 , word , 20 , Derivation  , 2000 , increase:increasingly::report:reportedly , 0.844 , carter
2000 , 1 , word , 20 , Derivation  , 2000 , move:movement::feel:feeling , 0.271 , carter
2000 , 1 , word , 20 , Derivation  , 2000 , develop:development::move:movement , 0.7045 , carter
2000 , 1 , word , 20 , Derivation  , 2000 , move:movement::think:thought , 0.598 , carter
2000 , 1 , word , 20 , Derivation  ,  ,  , 0.6186,
2000 , 1 , word , 20 , Antonymy/Entailment  , 1000 , high:low::large:small  , 0.508 , hits
2000 , 1 , word , 20 , Antonymy/Entailment  , 2000 , America:Washington::Russia:Moscow , 0.24 , hits
2000 , 1 , word , 20 , Antonymy/Entailment  , 1000 , good:bad::high:low  , 0.992 , testing
2000 , 1 , word , 20 , Antonymy/Entailment  , 2000 , higher:lower::larger:smaller , 0.7224999999999999 , carter
2000 , 1 , word , 20 , Antonymy/Entailment  , 2000 , England:London::France:Paris , 0.8734999999999999 , gain
2000 , 1 , word , 20 , Antonymy/Entailment  , 2000 , America:Washington::England:London , 0.9615 , developing
2000 , 1 , word , 20 , Antonymy/Entailment  , 2000 , boy:man::girl:woman , 0.9595 , pilot
2000 , 1 , word , 20 , Antonymy/Entailment  , 2000 , men:boy::women:girls , 0.916 , carter
2000 , 1 , word , 20 , Antonymy/Entailment  ,  ,  , 0.771625,
2000 , 1 , word , 20 , Distinction/Comparison s , 2000 , high:highly::large:largely , 0.344 , hits
2000 , 1 , word , 20 , Distinction/Comparison s ,  ,  , 0.344,
2000 , 1 , word , 20 , Distinction/Comparison  , 1000 , high:higher::low:lower  , 0.786 , hits
2000 , 1 , word , 20 , Distinction/Comparison  , 2000 , bad:worst::high:highest , 0.132 , hits
